Word Type,Word
Phonetic,gu
English,larva (fly larva)
Phonetic,ts’usgáy
English,lice/louse
Phonetic,yá
English,louse/lice
Phonetic,yá
English,maggot
Phonetic,hínaí
English,mosquito
Phonetic,dejúle
English,mosquito repellent
Phonetic,dejúl náídí
English,moth
Phonetic,yú heldéle / yúldél
English,nits
Phonetic,yátth’in
English,no-see-um
Phonetic,huneltún
English,queen bee
Phonetic,tå’istthóbâ
English,sandfly
Phonetic,æoneltún
English,snowflea
Phonetic,yath kãñdel
English,spider
Phonetic,æurádzi
English,stinging nettle
Phonetic,bek’é æeåts’iaze
English,termites
Phonetic,dechÿne æeåxáíth
English,tick (moose)
Phonetic,deníyá
English,tick/louse
Phonetic,yá
English,wasp/yellow jacket
Phonetic,níyahna
English,woodworm
Phonetic,dechÿn æeåxáíth
English,I got stung.
Phonetic,Does it hurt?
English,Séåt’o.
Phonetic,Æeya-u?
English,There are lots of bugs.
Phonetic,Gu åâ.
English,What kind of bug is this?
Phonetic,Æedlát’i gu æat’e-a?
English,Do you have any bug spray?
Phonetic,Dejúle náídí nets’î-u?
English,I hate horseflies.
Phonetic,Tå’is benésåîle.
English,There are lots of flies on the meat.
Phonetic,B‡r k’e ts’us åâ.
English,blizzard
Phonetic,yaîzús
English,cloud
Phonetic,k’oth
English,cloud (fairweather)
Phonetic,sadí k’odhé
English,cloudy
Phonetic,k’oth yághe
English,cold (weather)
Phonetic,æedza
English,cold wind
Phonetic,nîåts’i nék’ath
English,"cold, bitter..."
Phonetic,æedza dúe
English,"colder, it is becoming..."
Phonetic,huník’ath æane
English,cool (weather)
Phonetic,hunék’ath
English,crosswind
Phonetic,nánñåts’i
English,deep snow
Phonetic,yath detâ
English,drifting snow
Phonetic,æezus
English,dull/gloomy
Phonetic,hénóret’ñle
English,eastwind
Phonetic,æetthñze nîåts’i
English,fog
Phonetic,æets’‡l
English,freeze-up
Phonetic,detÿn
English,freeze-up (time of season)
Phonetic,tÿntsÿl
English,frost (crystals)
Phonetic,bets’ÿl
English,frost (on trees)
Phonetic,bets’ÿl
English,hail
Phonetic,yathlu
English,hailstorm
Phonetic,yathlu natå’ír
English,headwind (upwind)
Phonetic,seréåts’i
English,ice
Phonetic,tÿn
English,ice fog
Phonetic,tets’‡l
English,lightning
Phonetic,nagodheåt’í
English,mild weather
Phonetic,hurélyâ
English,north wind
Phonetic,yudázî nîåts’i
English,rain
Phonetic,châ
English,rain (constant)
Phonetic,châ nat’éle
English,rain (foggy/misty)
Phonetic,châ neæñaze
English,rainy day
Phonetic,æarelyø dzî k’e châ
English,rainbow
Phonetic,æurádzibñl
English,"shadow, his/her/its..."
Phonetic,bîk’ãs
English,"sky, cloudy..."
Phonetic,k’oth yághe
English,sleet
Phonetic,tsiltsÿl
English,snow
Phonetic,yath
English,snow blowing across ground
Phonetic,æezus
English,snow falling
Phonetic,tsil
English,"snow, melting..."
Phonetic,yath nalghî
English,"snow, wet..."
Phonetic,yathtsÿl
English,"snowflake, large..."
Phonetic,tsilkár
English,"snowflakes, small..."
Phonetic,tsildháyaze
English,"snowing, it is..."
Phonetic,tsil
English,snowstorm
Phonetic,yâîzús
English,south wind
Phonetic,sayez nîåts’i
English,storm cloud
Phonetic,yáts‡n k’odhé
English,sunny
Phonetic,ts’eæÿl
English,"sunny, partially ..."
Phonetic,sa k’oth yénat’a
English,sunshine
Phonetic,ts’eæÿl
English,tailwind
Phonetic,bek’ín nîåts’i
English,thunder
Phonetic,hurelyel
English,tornado
Phonetic,nîåts’isåine
English,"warming up, weather is..."
Phonetic,æedu æane / hunídhil æane
English,"weather, bad..."
Phonetic,yáts‡n
English,"weather, good..."
Phonetic,hurélyâ
English,west wind
Phonetic,nas nîåts’i
English,whirlwind
Phonetic,nîåts’isåin
English,whiteout
Phonetic,yet’ñle
English,wind
Phonetic,nîåts’i
English,"wind, strong..."
Phonetic,nîåts’i nátsÿr
English,What’s the weather like?
Phonetic,It’s a sunny day.
English,Biít’as æedlá hõt’e-a?
Phonetic,Ts’eæÿl
English,K’abñ biít’as æedlá hõt’e ha-a?
Phonetic,K’abñ niåts’i ha.
English,How cold is it?
Phonetic,It is -10 degrees.
English,Hak’ÿth t’a ts’‡n nélæâ?
Phonetic,Hak’ÿth åóna ts’‡n nélæâ.
English,How warm is it?
Phonetic,It is 10 degrees.
English,Hadhÿl t’a ts’‡n nélæâ?
Phonetic,Hadhÿl åóna ts’‡n nélæâ.
English,day/daylight
Phonetic,dzîdhe
English,eclipse of the moon
Phonetic,æeådzi æeåt’aít’a
English,eclipse of the sun
Phonetic,sa æeåt’aít’a
English,falling star
Phonetic,æetth‡n náltth’ÿr
English,full moon
Phonetic,æeådzi danélæâ
English,horizon
Phonetic,t’aiåtha ts’‡n nñt’î
English,mirage
Phonetic,niurñdel
English,moon
Phonetic,æeådzi / æeldzi
English,"moon, full ..."
Phonetic,æeådzi dánéåæâ
English,"moon, last quarter..."
Phonetic,æeådzi nanedi
English,"moon, new..."
Phonetic,æeådzi híæâ
English,North Star/pole star
Phonetic,æetth‡ncho
English,northern lights
Phonetic,yaka nágÿs
English,outer space/air/sky
Phonetic,ya
English,ring around the moon
Phonetic,æeådzi æéågÿth
English,sky
Phonetic,ya
English,star (caribou)
Phonetic,(æe)tth‡n
English,"star, shooting..."
Phonetic,(æe)tth‡n náltth’ÿr
English,sun
Phonetic,sa
English,sundog
Phonetic,sa héåghÿth
English,sunray
Phonetic,sadí
English,sunray going up from sun
Phonetic,sa k’e náshúzetth’i
English,sunrise
Phonetic,sa háæá
English,sunset
Phonetic,sa náæá
English,twinkling star
Phonetic,æetth‡n heltåi
English,universe
Phonetic,belâ húle
English,world
Phonetic,diri n‡n
English,ashes
Phonetic,tthilés
English,campfire
Phonetic,kún k’é
English,camp fireplace
Phonetic,kún k’é
English,candle
Phonetic,k’ok’ÿn
English,charcoal
Phonetic,t’és
English,coal
Phonetic,t’és
English,"cutting firewood, she/he is..."
Phonetic,kún detthél
English,driftwood for fire
Phonetic,deth tsÿs
English,dry firewood
Phonetic,tsÿs détsÿs
English,ember
Phonetic,t’és détht’â
English,fire
Phonetic,kún
English,firepit
Phonetic,kún k’é
English,fire is burning
Phonetic,kún dék’ÿn
English,fire is burning out
Phonetic,kún netthith
English,"fire, s/he is putting out the..."
Phonetic,neåtthith
English,firepit
Phonetic,kún k’é
English,firewood
Phonetic,tsÿs
English,flint
Phonetic,k’el
English,forest fire
Phonetic,ní k’orek’ã
English,green wood
Phonetic,dedlin
English,kindling
Phonetic,nátthel
English,"making wood shavings, s/he is..."
Phonetic,náregháth
English,matches
Phonetic,dórík’â
English,"putting the fire out, s/he is..."
Phonetic,neåtthith
English,"shaving wood, she/he is..."
Phonetic,náregháth
English,"shavings, wood..."
Phonetic,nágáth
English,smoke
Phonetic,åÿr
English,spark
Phonetic,kún y‡ltail
English,wax
Phonetic,k’ák’ÿn tåezé / k’ók’ÿn tåezé
English,"wood, dry..."
Phonetic,détsÿs
English,Start the fire! (to 1 person)
Phonetic,Do you have any matches?
English,Kún dñåk’â.
Phonetic,Bedórík’â nets’î-u?
English,Put the fire out! (to one person)
Phonetic,Kún niåtthith!
English,Put out the fire! (> one person)
Phonetic,Kún nuåtthith!
English,"Stop, drop and roll!"
Phonetic,"Hñyñ-u, nárîde-u, narîbâth!"
English,Put wood in the stove!
Phonetic,Tsÿs æeåk’érñtñ.
English,"dance, a..."
Phonetic,dats’edíl
English,"dancing, she/he is..."
Phonetic,daltåi
English,drum
Phonetic,æelghÿl
English,drum dance
Phonetic,æelghÿl t’á dats’edíl
English,drumming
Phonetic,æeåxÿl
English,fiddle
Phonetic,tå’uetî
English,fiddle bow
Phonetic,bet’á tå’uetî/tå’uetîchÿné
English,fiddle dance
Phonetic,tå’uetî t’á dats’edíl
English,hide for drum
Phonetic,æelghÿl ha æedh‡th
English,hymn
Phonetic,yaåti kuç dáts’ejÿn
English,lullaby
Phonetic,tâåtsi yené
English,music
Phonetic,shÿn
English,organ (musical instrument)
Phonetic,æerehtå’ísjÿncho
English,organ bench
Phonetic,æerehtå’ísjÿncho dáchÿn
English,playing guitar
Phonetic,guitar deåtsúr
English,piano
Phonetic,æerehtå’ísjÿncho
English,piano bench
Phonetic,æerehtå’ísjÿncho dáchÿn
English,playing guitar
Phonetic,guitar deåtsúr
English,record/CD
Phonetic,æerehtå’ísjÿnkál
English,record player
Phonetic,æerehtå’ísjÿn
English,sheet music
Phonetic,shÿn æerehtå’ís
English,singer
Phonetic,hejÿn dÿné
English,"singing, she/he/it is..."
Phonetic,hejÿn
English,song
Phonetic,shÿn
English,tea dance
Phonetic,shÿn t’á dats’edíl
English,violin/fiddle
Phonetic,tå’otî
English,whistle
Phonetic,beyé hulyñth
English,"whistling, she/he is..."
Phonetic,hushñs
English,Do you like to/want to sing?
Phonetic,"Yes, I like to/want to sing."
English,Nejÿn baîdhi-u?
Phonetic,"Æç, hesjÿn basthi."
English,I can play the drum.
Phonetic,Æesxal ha dúíle.
English,There are five drummers.
Phonetic,Sôlághe æanilt’e-u dáæeåxal.
English,There is going to be a drum
Phonetic,"Hñåts’‡n dé, æelghÿl t’á"
English,dance tonight.
Phonetic,dazedíl ha.
English,Do you want to go to the
Phonetic,Dazedíl nánegha hurílæî-u?
English,Do you like to dance?
Phonetic,Danetåi baîdhi-u?
English,Can you play guitar?
Phonetic,Guitar t’á sánedhÿr bek’órîlyâ-u?
English,Can you play...?
Phonetic,...t’á sánedhÿr bek’órîlyâ-u?
English,"beading, she/he is..."
Phonetic,æîåts’us æenéåkâ
English,beading needle
Phonetic,æîåts’us thatîl
English,beads
Phonetic,æîåts’us
English,"basket, birchbark..."
Phonetic,k’i til
English,canvas
Phonetic,líbarlá
English,caribou bone needle
Phonetic,æetth‡ntth’ÿn thatîl
English,duffle
Phonetic,tÿl
English,"embroidering, she/he is..."
Phonetic,t’áncháy yek’e nánéåkâ
English,embroidery thread/silk
Phonetic,lasué
English,fur
Phonetic,detå’o(gh)
English,handicraft (sewing)
Phonetic,æasí æenélkâ
English,hole
Phonetic,hayúniæá
English,moose hair tufting
Phonetic,deníghát’á nánéåkâ
English,moosehide
Phonetic,denídh‡th
English,needle
Phonetic,thatîl
English,needle driver/awl
Phonetic,tthal
English,patch on clothing
Phonetic,bek’e nínílkâ
English,pin
Phonetic,thatîl betthí hûlî
English,skin/hide
Phonetic,æedh‡th
English,"sleeve, his/her/its..."
Phonetic,bebár
English,pocket
Phonetic,t’ák‡l
English,porcupine quill
Phonetic,ts’ich’oé
English,quilt
Phonetic,ts’‡r æeåerílkâ
English,ribbon
Phonetic,ts’áít’i
English,safety pin
Phonetic,gól/g‡l/t’átso
English,scraper (moosehide)
Phonetic,æîghol
English,sewing machine
Phonetic,satsánkâ/
English,sewing needle
Phonetic,thatîl
English,"sewing, she/he is..."
Phonetic,æenéåkâ
English,silk
Phonetic,lasué
English,sinew (sinew thread)
Phonetic,æetth’é
English,size
Phonetic,t’alyâ
English,stitches
Phonetic,nánaådã
English,stroud
Phonetic,æetå’un
English,thimble
Phonetic,t’ãåkâ
English,thread
Phonetic,t’ãådÿth
English,velvet
Phonetic,levlúr
English,wool
Phonetic,lalén
English,Do you have any thread?
Phonetic,T’ãådÿth nets’î-u?
English,Where’s my thimble?
Phonetic,Set’ãåkâ sí?
English,I need some beading needles.
Phonetic,Æîåts’us thatil hurésæî.
English,Can you make me mocassins?
Phonetic,Kek‡lke seba thîåtsî ha duéle-u?
English,I want a moosehide jacket.
Phonetic,Denídh‡th æi hurésæî
English,I used beaver fur for trim
Phonetic,Tsádh‡th kek‡lke báne
English,on mocassins.
Phonetic,nathet’i.
English,This jacket is beaded.
Phonetic,Diri æi æîåts’us t’á bek’e
English,She knows how to sew mitts.
Phonetic,Jis néåkâ yek’órelyâ.
English,I made wolf fur mitts.
Phonetic,Nunídh‡th jis thiåtsî.
English,ace of cards
Phonetic,lás
English,aces (card game)
Phonetic,lás
English,ball
Phonetic,dzól/dzolé
English,ball game
Phonetic,dzól t’á sats’edé
English,baseball bat
Phonetic,dzolghál
English,basketball
Phonetic,dzól yélyul
English,"bat, baseball..."
Phonetic,dzolghál
English,blindfold
Phonetic,dÿnenaghe hécheth
English,board game
Phonetic,æerehtå’ís t’á sáts’edé
English,boxer
Phonetic,dÿne æeåt’us dené
English,cards
Phonetic,xál
English,"catching, she/he/it is..."
Phonetic,hñåchu
English,checkers
Phonetic,k’ot’áy
English,children’s games
Phonetic,sekui zané
English,clubs (in cards)
Phonetic,k’ásba ké
English,coin toss
Phonetic,satsánaze yéldíl
English,contest
Phonetic,æeåch’á hadhÿr
English,crib game
Phonetic,dechÿn nátsi
English,Dene games
Phonetic,dÿne k’ízñ sats’edé
English,dice
Phonetic,tth’ÿn heldíl
English,dog sled race
Phonetic,åî t’á æeånats’eldél
English,egg toss (more than two people)
Phonetic,æeghés æeåts’‡n nats’eldíl
English,egg toss (two people)
Phonetic,æeghés æeåts’‡n nats’elyíl
English,finger pull
Phonetic,dÿnelatth’ál t’á æeånázelt’i
English,football/soccer
Phonetic,dzól bedzérelæith
English,"gambling, she/he is..."
Phonetic,tsâba na sádhÿr
English,games
Phonetic,sâ
English,hand games
Phonetic,dódzi
English,hide-n-seek
Phonetic,æeåch’á nádezelæñ
English,"hiding, she/he is..."
Phonetic,nádÿnelæñ
English,"hockey, we play..."
Phonetic,satsánke sáts’edé
English,hot potato
Phonetic,núshi nédhÿl
English,Inuit games
Phonetic,Æeténá zané
English,joker (in cards)
Phonetic,kets’‡l
English,jump rope/skipping
Phonetic,tå’ul tÿth yálgus
English,kick the can
Phonetic,satsán til theæeth
English,"lost, she/he... (at cards, game)"
Phonetic,beghâ néna
English,log sawing
Phonetic,dechÿn det’áth
English,magic
Phonetic,ch’áháåthÿr
English,peek-a-boo
Phonetic,gúgu
English,play money
Phonetic,tsâba nizî
English,"play, they (two people)..."
Phonetic,sáhedhÿr
English,"play, they... (a group)"
Phonetic,sáhedé
English,"playing bingo, she/he is..."
Phonetic,bingo æá sádhÿr
English,"playing cards, she/he is..."
Phonetic,xál æá sádhÿr
English,"playing games, she/he is..."
Phonetic,sâ t’á sádhÿr
English,pool / billiards
Phonetic,dzól hult‡s
English,prize (something I won)
Phonetic,æasí niåna
English,prize (something she/he wins)
Phonetic,æasí néåna
English,prize (something you can win)
Phonetic,æasí není ha
English,race
Phonetic,æeånáts’eldél
English,Roll the dice!
Phonetic,Tth’ÿn hîådíl.
English,"skating, he/she is..."
Phonetic,satsánke t’á serézus
English,"skipping, he/she is..."
Phonetic,yáka
English,snow snake (game)
Phonetic,dechÿn yath kazus
English,spades (in cards)
Phonetic,libík
English,Spin the bottle!
Phonetic,åur til narîthbâth
English,sport(s)
Phonetic,sâ
English,stick pull
Phonetic,dechÿn heåch’áz hult’í
English,"swimming, he/she/it is..."
Phonetic,hebel
English,tea boiling contest
Phonetic,lidí æeåch’á nílghas
English,tug of war
Phonetic,tå’ul æeåch’ás huåt’í
English,videogame
Phonetic,æerehtå’ís náda t’á sats’edé
English,"visiting, he/she is..."
Phonetic,húntaîya
English,walking stilts
Phonetic,dechÿndzare
English,winner
Phonetic,hunéthna
English,"won, S/he won at..."
Phonetic,...t’á hunéåna
English,aggressive (mean)
Phonetic,bení k’éch’onît’e
English,"bad, it is..."
Phonetic,nezõle/nezøle
English,"bad, she/he is…"
Phonetic,bejÿr
English,big
Phonetic,nechá/-cho
English,"big, very..."
Phonetic,nechácho(gh)
English,"bitter, it is..."
Phonetic,denîts’i
English,brightness
Phonetic,hñdî
English,"broken, it is..."
Phonetic,náté
English,"clean, it is..."
Phonetic,delk’ÿl
English,cold (object)
Phonetic,nék’áth
English,"cold (to taste), it is..."
Phonetic,nék’áth
English,"cold, bitter..."
Phonetic,æedza dúe
English,cool (object)
Phonetic,nék’áth
English,cool (weather)
Phonetic,hunék’ath
English,crooked
Phonetic,theghór
English,cross-eyed
Phonetic,nask’‡dhe
English,curly
Phonetic,heådzil
English,damp
Phonetic,bélzo
English,darkness
Phonetic,húret’ñle/xílyághe
English,different
Phonetic,æeåk’éch’a/æedø
English,dirty
Phonetic,hedze
English,empty
Phonetic,betth’ÿné
English,easy
Phonetic,búreni
English,fast
Phonetic,æeghã
English,"fast, he/she/it is..."
Phonetic,náltåa
English,flat
Phonetic,dek‡l
English,flexible
Phonetic,heåbí
English,gloomy/dull
Phonetic,hénóret’ñle
English,good
Phonetic,nezô/nezû
English,"happy, she/he is..."
Phonetic,ba horélyâ/benié
English,hard/difficult
Phonetic,búreníle
English,"hard (to touch), he/she/it is..."
Phonetic,æey‡r
English,healthy
Phonetic,æaténa
English,"heavy, she/he/it is..."
Phonetic,nedáth
English,high
Phonetic,nárîdhá
English,hot
Phonetic,nédhÿl
English,inedible
Phonetic,beghâ shéts’elyi ha æañle
English,inexpensive/cheap
Phonetic,détíle
English,"infected, it is..."
Phonetic,tsñdhÿr
English,inflamed
Phonetic,dÿneka hílghas hél delk’os
English,"itchy, it is..."
Phonetic,hegheth
English,light (in weight)
Phonetic,nedáth æíle/nedádhíle
English,long
Phonetic,nenéth
English,"loud, it is..."
Phonetic,darintå’‡th
English,low
Phonetic,náredhíle
English,lowest
Phonetic,k’étå’a
English,lucky
Phonetic,bets’úreni
English,mean/aggressive
Phonetic,bení k’éch’onît’e
English,much/many/lots
Phonetic,åâ
English,narrow
Phonetic,nedáre
English,new
Phonetic,degóth
English,numb
Phonetic,hñåthû
English,old thing
Phonetic,tháyú
English,oldest
Phonetic,t’atthere
English,pretty thing
Phonetic,bénat’î
English,poor (no money)
Phonetic,ch’ÿr
English,pure
Phonetic,beta æasí húle
English,"rotten/spoiled, it is..."
Phonetic,hîåjÿr åeni.
English,rough
Phonetic,detth’ith
English,round
Phonetic,debâth
English,"salty, it is..."
Phonetic,dedhay åeni.
English,sharp
Phonetic,déni
English,shiny
Phonetic,bek’e sarñdî
English,"short, he/she/it is..."
Phonetic,nedúe / nedue
English,"slime/slimy, it is..."
Phonetic,dezur
English,"slow, he/she/it is..."
Phonetic,náltåaíle
English,small/little
Phonetic,nechíle/-aze/-tsÿl
English,"smelly/stinky, she/he/it is…"
Phonetic,mâ
English,"soft, it is..."
Phonetic,denur
English,"sour, it tastes..."
Phonetic,denîts’i.
English,"strong, she/he/it is..."
Phonetic,nátsÿr
English,"sweet, it is..."
Phonetic,åekÿn
English,"tall, he/she/it is..."
Phonetic,neneth
English,"throbbing, it is... (pain)"
Phonetic,heåts’ai
English,"ticklish, he/she/it is..."
Phonetic,æeghós
English,"tied up, it is..."
Phonetic,déchÿth
English,"tight, it is..."
Phonetic,denint’i
English,"ugly, it is..."
Phonetic,æaxenét’île
English,unsafe
Phonetic,bóreåni
English,unlucky
Phonetic,bets’úreníle
English,useless
Phonetic,æasí hút’ñle/bet’óréæáíle
English,vacant / empty
Phonetic,betth’ÿné
English,"wide, it is..."
Phonetic,dekóth
English,"weak, she/he/it is..."
Phonetic,nátsÿrle
English,wet
Phonetic,betsÿl
English,eat
Phonetic,singular
English,1 person
Phonetic,2 people
English,1st
Phonetic,shéstî
English,I am eating
Phonetic,we 2 are eating
English,2nd
Phonetic,shénetî
English,you are eating
Phonetic,you 2 are eating
English,3rd
Phonetic,shétî
English,she/he/it is eating
Phonetic,they 2 are eating
English,Eg. Shéstî ha.
Phonetic,“I will eat.”
English,Shénetî ha.
Phonetic,“You will eat.”
English,Shétî ha.
Phonetic,“She/he/it will eat.”
English,Eg. Shéstî hîlé.
Phonetic,“I already ate.”
English,Shénetî hîlé.
Phonetic,“You already ate”
English,Shétî hîlé.
Phonetic,“ He (she it) already ate.”
English,Eg. Shénetî!
Phonetic,“Eat!” (when talking to one person)
English,Shúhtî!
Phonetic,“Eat!” (when talking to two people)
English,Shúåyi!
Phonetic,“Eat!” (... to more than two people)
English,Shéwûtî sáná!
Phonetic,“Don’t eat!” (when talking to one person)
English,Eg. Shénetî-u?
Phonetic,“Did you eat?”
English,Shéhelyi-u?
Phonetic,“Did they eat?”
English,Shétî ha-u?
Phonetic,“Is she/he going to eat?” /
English,Eg. Shéstîle.
Phonetic,“I am not eating.”
English,Shénetîle.
Phonetic,“You are not eating.” or “Don’t eat!”
English,"active, she/he is..."
Phonetic,náredí
English,"answers, she/he..."
Phonetic,bet’ãs bets’‡n nayaåti
English,"alive, she/he/it…"
Phonetic,hena
English,"argues, she/he/it..."
Phonetic,æeåk’éch’adi/æeåk’éch’a hadi
English,"arranging things, she/he is..."
Phonetic,æasí æeåtth’i senílye
English,"arrested someone, he/she..."
Phonetic,dÿne hílchu
English,"asleep, she/he/it is..."
Phonetic,thetî
English,"assembles something, she/he..."
Phonetic,æasí æeåk’élye
English,"arrested someone, he/she..."
Phonetic,dÿne hílchu
English,"attacks a person, he/she..."
Phonetic,dÿne k’ñya
English,attack (lot of people doing it)
Phonetic,dÿne húniådel
English,"awake, he/she is..."
Phonetic,æeyã
English,"beading, she/he is..."
Phonetic,æîåts’us æenéåkâ
English,"bending it, he she is..."
Phonetic,denáyarîåhór
English,"bites it, she/he..."
Phonetic,yéæ‡l
English,"bleeding, she/he/it is..."
Phonetic,dÿl beghâretå’ír
English,"blind partially, she/he/it is..."
Phonetic,nat’îchóle
English,"blind, she/he/it is..."
Phonetic,nat’ñle
English,"blesses him/her/it, he/she..."
Phonetic,bek’étáídzil
English,"blinks, she/he/it..."
Phonetic,nagodhetîl
English,"blowing, she/he is..."
Phonetic,æeyúl
English,"boiling fish, he or she is..."
Phonetic,åueåbes
English,"breathing, she/he /it is..."
Phonetic,hejí
English,"building something, she/he is..."
Phonetic,æasí heåtsi
English,"buried a person, she/he..."
Phonetic,dÿnetth’ÿn senñtâ
English,"burps, she/he/it..."
Phonetic,narelk‡r
English,"burnt, she/he/it is..."
Phonetic,thet’e
English,"buys it, she/he..."
Phonetic,náyeåní
English,"caching something, he/she is..."
Phonetic,thetsa
English,"calling him/her/it, she/he is..."
Phonetic,yekaåti
English,...contained item(s) (with hands)
Phonetic,nayekÿl
English,...large contained object
Phonetic,nayeåtîl
English,...live object
Phonetic,nayeåtel
English,...loose item(s)
Phonetic,nayelel
English,...on back
Phonetic,nayeghel
English,"...single object,"
Phonetic,nayeæÿl
English,...single soft item
Phonetic,nayeåcheth
English,...stick-like object
Phonetic,nayetîl
English,...two or more items
Phonetic,.
English,"catching, she/he/it is…"
Phonetic,hñåchu
English,"claps, she/he/it..."
Phonetic,æeåekár
English,"cleaning fish, she/he is..."
Phonetic,åue séle
English,"climbing, she/he is..."
Phonetic,æekáågÿr
English,"collapses, she/he it..."
Phonetic,náîkár
English,combing his/her own hair...
Phonetic,betthí hets’í
English,"complaining, she/he is..."
Phonetic,ts’áyaåti
English,"cooking, she/he is..."
Phonetic,heåt’éth
English,singular
Phonetic,dual
English,cook
Phonetic,1 person
English,hest’éth
Phonetic,hílt’éth
English,I am cooking
Phonetic,we 2 are cooking
English,2nd
Phonetic,neåt’éth
English,you are cooking
Phonetic,you 2 are cooking
English,3rd
Phonetic,heåt’éth
English,she/he is cooking
Phonetic,they 2 are cooking
English,"coughs, she/he/it..."
Phonetic,delkoth
English,"counts them, she/he..."
Phonetic,yuåtágh
English,"crawling, she/he is..."
Phonetic,helgol
English,"crying, she/he is..."
Phonetic,hetsagh
English,"cutting it, she/he is..."
Phonetic,náyet’áth
English,"dancing, she/he is..."
Phonetic,daltåi
English,singular
Phonetic,dual
English,dance
Phonetic,1 person
English,1st
Phonetic,daståi
English,I am dancing
Phonetic,we 2 are dancing
English,2nd
Phonetic,daneltåi
English,you are dancing
Phonetic,you 2 are dancing
English,3rd
Phonetic,daltåi
English,"digging, he/she is..."
Phonetic,hak’órílye
English,"dreams, she/he/it…"
Phonetic,náte
English,"drinking, she/he is..."
Phonetic,hedâ
English,singular
Phonetic,dual
English,drink
Phonetic,1 person
English,1st
Phonetic,hesdâ
English,I am drinking
Phonetic,we 2 are drinking
English,2nd
Phonetic,nedâ
English,you are drinking
Phonetic,you 2 are drinking
English,3rd
Phonetic,hedâ
English,drumming
Phonetic,æeåxÿl
English,"drying it, she/he is..."
Phonetic,nayereshá
English,"eating, she/he/it is..."
Phonetic,shétî
English,"embroidering, she/he is..."
Phonetic,t’áncháy yek’e nánéåkâ
English,"fighting, they are..."
Phonetic,æeåk’áts’edhÿr
English,"finished it, she/he..."
Phonetic,nayñt’e
English,"fishing, she/he is..."
Phonetic,åue ghâ nádhÿr
English,"fixing it, he/she is..."
Phonetic,sénayñla
English,"gambling, she/he is..."
Phonetic,tsâba na sádhÿr
English,"gargles, she/he..."
Phonetic,bek’ázé nátanîåxés
English,"gestures, she/he..."
Phonetic,dzínîåni
English,"harvests something, she/he..."
Phonetic,t’así horelæî
English,singular
Phonetic,dual
English,have
Phonetic,1 person
English,1st
Phonetic,sets’î
English,I have
Phonetic,we 2 have
English,2nd
Phonetic,nets’î
English,you have
Phonetic,you 2 have
English,3rd
Phonetic,bets’î
English,she/he/it has
Phonetic,they 2 have
English,"hears, she/he/it..."
Phonetic,dítth’a
English,"holds , she/he/it..."
Phonetic,yutún
English,"hops around, she/he/it..."
Phonetic,yákay
English,"hunting, she/he is..."
Phonetic,nálzé
English,singular
Phonetic,dual
English,hunt
Phonetic,1 person
English,1st
Phonetic,nászé
English,I am hunting
Phonetic,we 2 are hunting
English,2nd
Phonetic,nánelzé
English,you are hunting
Phonetic,you 2 are hunting
English,3rd
Phonetic,nálzé
English,she/he/it is hunting
Phonetic,they 2 are hunting they >2 are hunting
English,"inhales, she/he..."
Phonetic,æunéts’én héhji
English,"is, she/he/it..."
Phonetic,helî
English,singular
Phonetic,dual
English,to be
Phonetic,1 person
English,hesåî
Phonetic,hídlî
English,I am
Phonetic,we 2 are
English,2nd
Phonetic,nelî
English,you are
Phonetic,you 2 are
English,3rd
Phonetic,helî
English,she/he/it is
Phonetic,they 2 are
English,"jumps, she/he/it..."
Phonetic,yélgos
English,"jumps down, she/he/it..."
Phonetic,dáågos
English,"jumps up and down, she/he/it..."
Phonetic,yálgus
English,"kicks it, she/he/it..."
Phonetic,yéæeth
English,"kisses him/her/ it, she/he/it..."
Phonetic,yelts’ún
English,"kneeling down, s/he is..."
Phonetic,nígóréåya
English,"laughing, she/he is..."
Phonetic,nadlogh/nádlógh
English,"leaping, she/he/it is..."
Phonetic,yáriltÿl
English,"learning, she/he is..."
Phonetic,yereldî
English,"looks at him/her/it, she/he/it…"
Phonetic,yeneåæî
English,"looks up, she/he/it…"
Phonetic,yudaghé huneåæî
English,"making, she/he/it is..."
Phonetic,heåtsi
English,singular
Phonetic,dual
English,make
Phonetic,1 person
English,1st
Phonetic,hestsi
English,I am making
Phonetic,we 2 are making
English,2nd
Phonetic,neåtsi
English,you are making
Phonetic,you 2 are making
English,3rd
Phonetic,heåtsi
English,she/he/it is making
Phonetic,they 2 are making
English,"making a speech, she/he is..."
Phonetic,dÿne ts’‡n yaåti
English,"making snowshoes, she/he is..."
Phonetic,æay heåtsi
English,"making tea, she/he is..."
Phonetic,lidí heåtsi
English,"multiplying, it is /they are..."
Phonetic,lã æane
English,"observing him/her/it, s/he is..."
Phonetic,yeneåæî
English,"passes out, she/he..."
Phonetic,æenal níle æajá
English,"passing by, she/he is..."
Phonetic,æeåází húya
English,"plays, she/he..."
Phonetic,sádhÿr
English,"plowing, he/she is..."
Phonetic,ní náåch’ul
English,"pointing, she/he is..."
Phonetic,ts’étth’ÿl hetthi
English,"pulling him/her/it, she/he is..."
Phonetic,yelúl
English,"punching him/her/it, she/he is..."
Phonetic,náyeniåt’us
English,push
Phonetic,singular
English,him/her/it
Phonetic,1 person
English,1st
Phonetic,beresní
English,I am pushing ...
Phonetic,we 2 are pushing.
English,2nd
Phonetic,berîåní
English,you are pushing ...
